,Provider,PotentialFraud,statecount_uniq,major_state,county_uniq,major_county,sum_IPAnnualReimbursementAmt,mean_IPAnnualReimbursementAmt,max_IPAnnualReimbursementAmt,sum_IPAnnualDeductibleAmtdf,mean_IPAnnualDeductibleAmt,max_IPAnnualDeductibleAmt
309,PRV51394,No,1,5,3,200,0,0.0,0,0,0.0,0
310,PRV51395,No,1,5,4,200,88400,4420.0,56000,6408,320.4,2136
311,PRV51396,No,2,5,8,460,137780,3131.3636363636365,47000,15752,358.0,2936
312,PRV51397,No,3,5,9,60,243670,6091.75,55800,19224,480.6,3204
313,PRV51398,No,3,5,6,150,419820,4881.627906976744,59020,49128,571.2558139534884,4272
314,PRV51399,Yes,9,5,23,370,1571350,7447.1563981042655,103490,189996,900.4549763033175,10068
315,PRV51401,Yes,8,5,19,460,373160,8884.761904761905,76460,35540,846.1904761904761,6272
316,PRV51403,No,3,5,14,480,1104550,9689.035087719298,81540,99780,875.2631578947369,11408
317,PRV51404,No,5,5,18,60,198630,3366.6101694915255,40030,22156,375.52542372881356,5068
318,PRV51405,No,2,5,9,140,152180,3105.714285714286,38940,20292,414.1224489795918,4272
319,PRV51406,No,3,5,10,60,221140,7625.517241379311,46000,24564,847.0344827586207,3204
320,PRV51408,No,2,5,8,470,74720,4981.333333333333,47000,5340,356.0,2136
321,PRV51409,No,2,5,3,460,0,0.0,0,0,0.0,0
322,PRV51410,Yes,2,5,5,520,2182710,3475.6528662420383,90000,215532,343.20382165605093,4068
323,PRV51412,No,1,5,4,430,19320,3864.0,19320,1068,213.6,1068
324,PRV51414,No,2,5,5,10,338430,12086.785714285714,88000,28836,1029.857142857143,5340
325,PRV51415,No,7,5,16,500,159880,3134.901960784314,37400,22428,439.7647058823529,3204
326,PRV51416,No,1,5,1,400,301390,3720.864197530864,46320,36476,450.320987654321,6272
327,PRV51418,No,4,5,11,200,489560,8025.573770491803,65120,43788,717.8360655737705,3204
328,PRV51419,No,1,5,9,200,362530,5577.384615384615,73120,39516,607.9384615384615,4272
329,PRV51421,Yes,5,5,24,530,1785800,12847.48201438849,101980,191888,1380.4892086330935,14204
330,PRV51422,No,2,5,12,310,278960,11158.4,124530,20592,823.68,2136
331,PRV51423,No,1,5,1,200,0,0.0,0,0,0.0,0
332,PRV51424,No,2,5,12,90,423160,4920.46511627907,73020,41584,483.5348837209302,4272
333,PRV51425,No,1,5,5,200,128380,3890.3030303030305,61180,29020,879.3939393939394,15136
334,PRV51426,Yes,1,5,19,670,728740,3537.5728155339807,68100,143812,698.1165048543689,20068
335,PRV51427,No,4,5,15,0,280370,4833.9655172413795,43560,30972,534.0,3204
336,PRV51428,No,4,5,15,200,386900,5862.121212121212,87000,39516,598.7272727272727,6408
337,PRV51429,No,2,5,5,60,6000,600.0,6000,1068,106.8,1068
338,PRV51430,No,6,5,19,480,535020,4776.964285714285,51250,62604,558.9642857142857,5068
339,PRV51431,No,1,5,5,540,477430,9743.469387755102,43560,52332,1068.0,3204
340,PRV51432,No,1,5,7,460,140560,6111.304347826087,36000,18156,789.3913043478261,4272
341,PRV51433,Yes,5,5,15,470,7232490,4492.229813664596,83700,813928,505.5453416149068,6204
342,PRV51434,Yes,3,5,15,0,948050,9294.607843137255,99000,87328,856.156862745098,14204
343,PRV51435,No,1,5,9,600,134530,5849.130434782609,47030,11748,510.7826086956522,2136
344,PRV51436,No,2,5,27,480,958040,7983.666666666667,124530,95576,796.4666666666667,5068
345,PRV51437,No,1,5,2,500,0,0.0,0,0,0.0,0
346,PRV51438,No,1,5,5,530,155280,17253.333333333332,87000,10680,1186.6666666666667,3204
347,PRV51439,No,1,5,11,600,142360,3389.5238095238096,47030,13248,315.42857142857144,3204
348,PRV51440,No,6,5,19,0,274040,3859.718309859155,36600,40040,563.943661971831,7068
349,PRV51441,No,2,5,13,500,284350,3345.294117647059,30080,36976,435.01176470588234,3204
350,PRV51442,No,1,5,3,400,27080,4513.333333333333,21000,3204,534.0,1068
351,PRV51443,No,3,5,12,10,238520,3267.3972602739727,47000,23796,325.972602739726,3204
352,PRV51444,No,1,5,8,510,188510,4488.333333333333,56400,18156,432.2857142857143,3204
353,PRV51446,No,4,5,8,430,232360,9681.666666666666,31040,31632,1318.0,9204
354,PRV51447,Yes,9,5,23,60,712690,8007.752808988764,124530,49128,552.0,4272
355,PRV51448,No,4,5,10,500,276900,5429.411764705882,48480,37380,732.9411764705883,4272
356,PRV51449,No,2,5,6,400,169640,9978.823529411764,41200,26496,1558.5882352941176,5340
357,PRV51451,No,1,5,3,200,25040,4173.333333333333,13000,2136,356.0,1068
358,PRV51453,No,1,5,5,430,27480,2290.0,10080,7476,623.0,3204
359,PRV51454,No,1,5,8,60,136010,4000.294117647059,19000,13884,408.3529411764706,2136
360,PRV51455,No,3,5,10,90,356040,10471.764705882353,124530,28836,848.1176470588235,4272
361,PRV51456,No,2,5,6,200,1933710,14323.777777777777,74040,245032,1815.0518518518518,15136
362,PRV51458,No,6,5,21,660,106570,1903.0357142857142,23390,21360,381.42857142857144,4272
363,PRV51459,Yes,10,5,24,200,33978430,4123.5958737864075,103000,3924816,476.31262135922333,17136
364,PRV51460,No,6,5,29,0,2036670,4505.907079646017,87000,248120,548.9380530973451,11408
365,PRV51462,No,1,5,6,510,165180,5506.0,43000,18156,605.2,2136
366,PRV51464,No,15,5,36,200,649570,4479.793103448276,61180,84284,581.2689655172413,15136
367,PRV51465,No,1,5,3,200,53000,7571.428571428572,46000,5840,834.2857142857143,3704
368,PRV51466,No,8,5,18,0,423400,5721.621621621622,51060,46992,635.027027027027,4272
369,PRV51467,No,1,5,5,460,140000,5600.0,44000,17088,683.52,3204
370,PRV51468,No,3,5,18,530,645740,4061.2578616352203,46000,70488,443.3207547169811,4272
371,PRV51469,No,2,5,13,60,94590,3378.214285714286,33510,10680,381.42857142857144,2136
372,PRV51470,No,2,5,9,210,133610,4948.518518518518,50000,12816,474.6666666666667,2136
373,PRV51471,Yes,4,5,12,200,2536570,14092.055555555555,81000,302048,1678.0444444444445,15136
374,PRV51472,No,1,5,6,540,58190,3636.875,23390,10680,667.5,4272
375,PRV51474,No,1,5,11,640,845160,11903.661971830987,124530,74760,1052.9577464788733,4272
376,PRV51475,No,1,5,6,480,239880,5578.604651162791,79720,29904,695.4418604651163,3204
377,PRV51476,No,1,5,8,0,38210,2122.777777777778,20000,11340,630.0,7068
378,PRV51477,No,3,5,4,200,80290,3649.5454545454545,57040,6408,291.27272727272725,2136
379,PRV51478,No,3,5,6,400,152280,8957.64705882353,62000,11748,691.0588235294117,4272
380,PRV51479,No,13,5,36,370,1042980,4574.473684210527,155600,124646,546.6929824561404,6408
381,PRV51480,Yes,5,5,26,530,9232200,4798.440748440748,89000,1265172,657.5738045738045,24068
382,PRV51482,Yes,5,5,25,200,606750,6667.582417582417,99000,53400,586.8131868131868,2136
383,PRV51483,No,5,5,25,370,352330,4575.714285714285,43090,45176,586.7012987012987,8136
384,PRV51484,No,1,5,11,90,616920,7173.488372093023,103490,63468,738.0,9068
385,PRV51486,No,1,5,9,590,599660,2802.1495327102803,63000,60108,280.8785046728972,2136
386,PRV51487,No,1,5,6,150,45400,3492.3076923076924,23400,4272,328.61538461538464,2136
387,PRV51488,No,6,5,23,200,1427470,5248.051470588235,153580,136100,500.36764705882354,6408
388,PRV51490,Yes,3,5,7,490,807410,12615.78125,59000,147420,2303.4375,29068
389,PRV51491,No,4,5,11,650,390680,5502.5352112676055,53050,37880,533.5211267605633,5840
390,PRV51492,No,5,5,13,60,434580,5365.185185185185,64580,51764,639.0617283950618,5340
391,PRV51494,No,4,5,9,430,55000,1447.3684210526317,23000,5340,140.52631578947367,1068
392,PRV51495,Yes,4,5,20,520,1554220,11022.836879432623,85000,164300,1165.2482269503546,7776
393,PRV51496,No,2,5,8,460,416520,3386.3414634146343,72400,52332,425.4634146341463,3204
394,PRV51497,No,2,5,6,60,207970,13864.666666666666,68100,14952,996.8,3204
395,PRV51499,No,2,5,9,430,2268780,4786.455696202532,93400,269268,568.0759493670886,13068
396,PRV51500,No,2,5,4,210,16140,2017.5,16140,2136,267.0,2136
397,PRV51501,Yes,3,5,10,200,3849370,16520.901287553646,92550,448000,1922.74678111588,17136
398,PRV51502,No,2,5,8,500,159950,5159.677419354839,59210,17020,549.0322580645161,4204
399,PRV51503,No,2,5,7,140,161140,2827.0175438596493,19320,26700,468.42105263157896,4272
400,PRV51504,No,8,5,19,60,422380,3299.84375,46020,47924,374.40625,6272
401,PRV51505,No,4,5,10,400,48120,3208.0,21500,6408,427.2,1068
402,PRV51507,Yes,4,5,25,480,5294270,5226.327739387956,124530,582020,574.5508390918066,11408
403,PRV51508,No,10,5,29,60,1089260,5392.376237623763,76460,115436,571.4653465346535,7068
404,PRV51509,No,1,5,6,460,5188140,5037.0291262135925,132400,556228,540.0271844660194,5340
405,PRV51510,No,2,5,10,650,216590,3799.8245614035086,51400,25632,449.6842105263158,2136
406,PRV51511,No,1,5,4,200,157000,9812.5,50000,8544,534.0,1068
407,PRV51514,No,3,5,26,60,629500,6768.817204301075,59500,66380,713.763440860215,5840
408,PRV51515,No,2,5,10,510,342690,7139.375,47120,37312,777.3333333333334,4272
409,PRV51516,No,4,3,10,60,130810,3270.25,33000,18156,453.9,4272
410,PRV51517,No,1,5,4,500,36680,3334.5454545454545,18600,4272,388.3636363636364,1068
411,PRV51518,No,1,5,8,30,416390,7856.415094339623,99000,37380,705.2830188679245,5340
412,PRV51521,No,2,5,9,160,230710,5015.434782608696,103000,14952,325.04347826086956,3204
413,PRV51522,No,1,5,19,60,895450,4712.894736842105,103000,104120,548.0,9068
414,PRV51523,No,1,5,4,470,1082750,16657.69230769231,83700,99120,1524.923076923077,6204
415,PRV51525,No,8,5,26,20,475380,7793.11475409836,116220,38948,638.4918032786885,4272
416,PRV51526,No,1,5,11,0,53080,2654.0,13000,13016,650.8,2336
417,PRV51527,No,2,5,12,60,141630,3454.390243902439,33510,17088,416.780487804878,2136
418,PRV51528,No,3,5,7,140,84040,4943.529411764706,44000,7476,439.7647058823529,3204
419,PRV51529,No,3,5,9,430,112300,4882.608695652174,30000,16020,696.5217391304348,4272
420,PRV51531,No,4,5,6,130,324000,9529.411764705883,65000,13884,408.3529411764706,2136
421,PRV51532,No,2,5,10,0,262230,8194.6875,63000,40768,1274.0,11408
422,PRV51533,No,2,5,10,140,171560,4765.555555555556,22350,28000,777.7777777777778,3204
423,PRV51534,No,1,5,1,200,0,0.0,0,0,0.0,0
424,PRV51535,No,4,5,12,430,1640500,4228.092783505154,93400,188936,486.9484536082474,13068
425,PRV51536,No,2,5,8,430,64330,4020.625,17000,7476,467.25,2136
426,PRV51539,Yes,19,5,52,0,2876560,5346.7657992565055,101980,309040,574.4237918215614,11408
427,PRV51540,No,3,5,19,510,256690,4667.090909090909,32360,32040,582.5454545454545,4272
428,PRV51541,No,7,5,19,90,353450,6930.392156862745,93400,35768,701.3333333333334,9068
429,PRV51542,Yes,1,5,11,440,1866210,16515.132743362832,84100,228124,2018.796460176991,14204
430,PRV51544,No,19,5,50,0,1522280,6533.390557939914,136000,159316,683.7596566523605,14204
431,PRV51546,No,1,5,10,200,188190,5227.5,37150,21360,593.3333333333334,3204
432,PRV51547,No,1,5,5,460,127320,9793.846153846154,50000,10680,821.5384615384615,3204
433,PRV51549,No,4,5,6,60,162000,7714.285714285715,72400,27952,1331.047619047619,13068
434,PRV51550,No,1,5,9,670,277110,4542.786885245901,44000,40584,665.311475409836,4272
435,PRV51551,No,1,5,8,0,154990,5535.357142857143,60000,14952,534.0,4272
436,PRV51552,No,3,5,26,90,254800,4109.677419354839,35000,34176,551.2258064516129,3204
437,PRV51553,No,4,5,9,400,104580,4980.0,18000,16020,762.8571428571429,3204
438,PRV51554,No,1,5,3,430,9160,1526.6666666666667,9160,1068,178.0,1068
439,PRV51555,No,1,5,4,200,78200,5213.333333333333,44000,8544,569.6,2136
440,PRV51556,No,3,5,18,460,285420,5096.785714285715,76460,28268,504.7857142857143,3704
441,PRV51557,No,1,5,5,400,97240,9724.0,46000,8544,854.4,3204
442,PRV51558,No,1,5,8,460,93260,3586.923076923077,29000,14952,575.0769230769231,3204
443,PRV51560,Yes,7,5,15,470,3574490,15018.865546218487,83700,390172,1639.3781512605042,6204
444,PRV51562,No,1,5,2,200,133140,5547.5,31800,12816,534.0,2136
445,PRV51563,No,2,5,9,90,95580,5030.526315789473,61180,23680,1246.3157894736842,15136
446,PRV51564,No,3,5,6,200,112980,4707.5,62000,21408,892.0,17136
447,PRV51566,No,1,5,5,530,203870,7841.153846153846,30080,32904,1265.5384615384614,5136
448,PRV51567,Yes,4,5,11,400,7409050,4539.859068627451,116220,736332,451.18382352941177,8136
449,PRV51568,No,3,5,16,0,383300,6608.620689655172,85000,41952,723.3103448275862,7776
450,PRV51569,No,1,5,3,200,51680,10336.0,39680,4272,854.4,3204
451,PRV51570,No,1,5,1,60,103000,103000.0,103000,3204,3204.0,3204
452,PRV51571,No,1,5,3,200,92260,4193.636363636364,17200,12816,582.5454545454545,3204
453,PRV51572,No,1,5,2,200,59000,14750.0,32000,5340,1335.0,2136
454,PRV51573,No,1,5,3,510,357390,3884.6739130434785,43000,42720,464.3478260869565,3204
455,PRV51574,Yes,10,5,51,440,18737920,4216.453645364537,124530,2372548,533.8766876687669,29068
456,PRV51576,No,4,5,18,90,393260,6050.153846153846,124530,34176,525.7846153846153,4272
457,PRV51577,No,1,5,1,200,0,0.0,0,0,0.0,0
458,PRV51578,Yes,38,5,70,200,7862470,5241.6466666666665,108740,868940,579.2933333333333,35068
459,PRV51579,No,2,5,14,530,744450,10339.583333333334,87000,78556,1091.0555555555557,4204
460,PRV51580,No,1,5,1,200,10000,3333.3333333333335,10000,2136,712.0,2136
461,PRV51582,No,1,5,3,0,33740,8435.0,12480,4272,1068.0,2136
462,PRV51583,No,1,5,4,660,198500,4223.404255319149,45400,21360,454.468085106383,2136
463,PRV51584,Yes,4,5,16,0,471990,5755.975609756098,57000,54360,662.9268292682926,8136
464,PRV51585,No,2,5,3,10,108200,18033.333333333332,54400,8544,1424.0,3204
465,PRV51586,Yes,1,5,4,660,92110,11513.75,35000,8544,1068.0,3204
466,PRV51587,No,1,5,3,400,0,0.0,0,0,0.0,0
467,PRV51588,No,1,5,3,550,199000,19900.0,87000,12816,1281.6,4272
468,PRV51590,Yes,1,5,5,200,1225070,14584.166666666666,74140,142908,1701.2857142857142,5340
469,PRV51592,No,1,5,1,480,31000,10333.333333333334,31000,3204,1068.0,3204
470,PRV51593,Yes,3,5,8,210,404800,7496.2962962962965,52000,41516,768.8148148148148,6272
471,PRV51595,No,1,5,4,590,60000,2500.0,16000,6408,267.0,1068
472,PRV51596,No,5,5,10,0,155020,3100.4,26200,21360,427.2,3204
473,PRV51598,No,20,5,42,0,3354050,7947.985781990521,136000,300152,711.260663507109,18540
474,PRV51599,No,1,5,3,400,72000,14400.0,35000,6408,1281.6,3204
475,PRV51600,No,2,5,6,530,593010,5440.45871559633,87000,70944,650.8623853211009,10068
476,PRV51601,No,1,5,3,530,14030,1002.1428571428571,6030,3204,228.85714285714286,1068
477,PRV51602,No,6,5,15,660,282750,7250.0,54400,36612,938.7692307692307,4272
478,PRV51604,Yes,2,5,6,430,2360410,7174.498480243161,93400,221932,674.565349544073,7776
479,PRV51605,No,1,5,4,430,236000,3277.777777777778,33000,49040,681.1111111111111,13068
480,PRV51606,No,4,5,7,140,283650,6166.304347826087,56130,38448,835.8260869565217,4272
481,PRV51607,No,1,5,3,430,102860,6857.333333333333,46000,12248,816.5333333333333,3704
482,PRV51608,No,1,5,10,470,255190,6897.027027027027,87000,27768,750.4864864864865,6408
483,PRV51609,No,13,5,24,460,731400,9752.0,90000,61944,825.92,6408
484,PRV51610,No,1,5,2,200,67100,11183.333333333334,33000,6408,1068.0,2136
485,PRV51611,No,1,5,4,540,0,0.0,0,0,0.0,0
486,PRV51612,No,1,5,3,460,201800,15523.076923076924,74140,17088,1314.4615384615386,5340
487,PRV51613,No,2,5,6,200,98650,4697.619047619048,30000,16020,762.8571428571429,3204
488,PRV51614,Yes,6,5,15,430,2978090,11112.276119402984,111880,324924,1212.402985074627,7776
489,PRV51616,No,5,5,9,10,132960,5113.846153846154,31530,17888,688.0,5340
490,PRV51617,No,2,5,8,660,379420,17246.363636363636,116220,34836,1583.4545454545455,6272
491,PRV51618,No,1,5,1,400,2000,2000.0,2000,1068,1068.0,1068
492,PRV51619,No,2,5,7,140,299980,15788.421052631578,116220,25364,1334.9473684210527,4272
493,PRV51620,No,1,5,2,200,40500,5062.5,22000,5340,667.5,2136
494,PRV51621,No,1,5,4,90,0,0.0,0,0,0.0,0
495,PRV51622,No,3,5,14,60,517060,5020.0,49200,61944,601.3980582524272,3204
496,PRV51623,No,2,5,10,400,150460,7164.761904761905,33800,17088,813.7142857142857,3204
497,PRV51624,No,1,5,2,90,7400,1480.0,7400,1068,213.6,1068
498,PRV51625,No,1,5,4,470,103700,14814.285714285714,83700,10544,1506.2857142857142,4272
499,PRV51626,No,1,5,2,200,35000,3888.8888888888887,35000,1068,118.66666666666667,1068
500,PRV51627,No,1,5,4,400,219170,8429.615384615385,76460,19588,753.3846153846154,6272
501,PRV51628,No,1,5,2,580,59410,9901.666666666666,32360,8544,1424.0,4272
502,PRV51629,No,2,5,3,460,425330,19333.18181818182,76460,41084,1867.4545454545455,4272
503,PRV51630,No,1,5,3,580,29900,5980.0,12800,4272,854.4,1068
504,PRV51631,No,1,5,1,200,8000,1333.3333333333333,8000,1068,178.0,1068
505,PRV51632,No,1,5,5,400,123100,4734.615384615385,41200,21020,808.4615384615385,6136
506,PRV51634,No,2,5,7,200,599090,5034.36974789916,92000,61808,519.3949579831933,5340
507,PRV51635,No,2,5,7,90,183490,6327.241379310345,59210,9612,331.44827586206895,2136
508,PRV51636,No,1,5,8,600,1599520,5061.772151898735,87000,168840,534.3037974683544,29068
509,PRV51637,No,2,5,8,210,105690,3108.529411764706,21000,20292,596.8235294117648,2136
510,PRV51638,No,1,5,3,480,57000,14250.0,32000,5340,1335.0,3204
511,PRV51639,No,3,5,11,200,287460,9912.413793103447,47000,32040,1104.8275862068965,5340
512,PRV51640,No,1,5,4,30,40240,5748.571428571428,18000,5340,762.8571428571429,1068
513,PRV51641,No,1,5,3,650,66460,4747.142857142857,31220,9612,686.5714285714286,3204
514,PRV51642,No,1,5,3,540,82600,2848.2758620689656,15000,11748,405.1034482758621,1068
515,PRV51644,No,1,5,5,460,109590,4566.25,37000,10680,445.0,2136
516,PRV51645,No,1,5,3,210,21000,4200.0,21000,2136,427.2,2136
517,PRV51647,No,1,5,3,200,150780,12565.0,50000,16020,1335.0,3204
518,PRV51650,No,1,5,4,340,64080,2670.0,14000,7476,311.5,1068
519,PRV51652,No,1,5,1,600,277070,4329.21875,51400,26132,408.3125,2636
520,PRV51653,No,1,5,1,470,28100,1170.8333333333333,11100,4272,178.0,2136
521,PRV51654,No,1,5,1,470,0,0.0,0,0,0.0,0
522,PRV51655,No,1,5,1,600,16200,5400.0,16200,1068,356.0,1068
523,PRV51656,No,1,5,1,600,92440,4019.1304347826085,51400,8544,371.4782608695652,2136
524,PRV51657,No,1,5,2,480,31480,7870.0,22280,3204,801.0,2136
525,PRV51658,No,1,5,2,600,15740,3148.0,9340,2136,427.2,1068
526,PRV51660,No,1,5,2,0,0,0.0,0,0,0.0,0
527,PRV51661,No,1,5,4,600,423890,3163.3582089552237,54060,43788,326.7761194029851,3204
528,PRV51664,No,1,5,4,550,8350,835.0,6000,2136,213.6,1068
529,PRV51665,No,1,5,2,140,104250,6950.0,44000,12548,836.5333333333333,3204
530,PRV51666,No,1,5,1,400,0,0.0,0,0,0.0,0
531,PRV51668,No,2,5,9,420,82720,2176.842105263158,40680,8544,224.8421052631579,3204
532,PRV51669,No,2,5,9,60,234980,3091.842105263158,59000,24564,323.2105263157895,2136
533,PRV51670,No,3,5,12,0,1476190,3385.756880733945,57000,186112,426.86238532110093,6272
534,PRV51671,No,1,5,8,0,139980,3589.230769230769,48120,15252,391.0769230769231,3204
535,PRV51672,No,2,5,4,90,5000,833.3333333333334,5000,1068,178.0,1068
536,PRV51673,No,1,5,6,110,176360,963.7158469945355,21000,20292,110.88524590163935,2136
537,PRV51674,No,1,5,3,660,0,0.0,0,0,0.0,0
538,PRV51675,No,2,5,9,200,64220,2293.5714285714284,21100,12612,450.42857142857144,4068
539,PRV51676,No,2,5,14,60,700910,5079.057971014493,103000,60876,441.1304347826087,3204
540,PRV51678,No,3,5,9,140,335100,5077.272727272727,132400,25932,392.90909090909093,4272
541,PRV51679,No,1,5,3,630,68000,1789.4736842105262,25000,11748,309.1578947368421,2136
542,PRV51681,No,2,5,9,400,213620,8216.153846153846,82400,9612,369.6923076923077,2136
543,PRV51682,No,1,5,5,200,105780,6611.25,50000,13884,867.75,3204
544,PRV51685,No,1,5,8,320,89360,1624.7272727272727,34900,10680,194.1818181818182,3204
545,PRV51687,No,1,5,2,170,58200,5820.0,21600,9612,961.2,3204
546,PRV51688,No,1,5,5,60,31200,3466.6666666666665,19200,3204,356.0,2136
547,PRV51689,No,1,5,1,500,15000,15000.0,15000,1068,1068.0,1068
548,PRV51690,No,3,5,19,150,1206430,4731.098039215686,68000,132848,520.9725490196079,8136
549,PRV51691,No,1,5,3,340,339380,3856.590909090909,54520,34904,396.6363636363636,6068
550,PRV51692,No,1,5,2,200,9000,818.1818181818181,6000,2136,194.1818181818182,1068
551,PRV51693,No,1,5,3,300,234820,2078.0530973451328,30000,31768,281.13274336283183,2136
552,PRV51694,No,1,5,1,340,136820,5262.307692307692,54520,16748,644.1538461538462,6068
553,PRV51695,No,1,5,4,490,1558380,3632.5874125874125,59000,206220,480.6993006993007,29068
554,PRV51696,No,2,29,2,10,46530,5170.0,31530,7476,830.6666666666666,4272
555,PRV51697,No,1,5,1,600,294710,4677.936507936508,47030,32540,516.5079365079365,2636
556,PRV51698,No,1,5,2,340,100860,7758.461538461538,54520,4272,328.61538461538464,1068
557,PRV51699,No,1,5,1,140,986360,4719.425837320574,132400,76896,367.92344497607655,3204
558,PRV51702,No,1,5,2,200,56410,5641.0,26000,5340,534.0,2136
559,PRV51703,No,1,5,1,550,0,0.0,0,0,0.0,0
560,PRV51704,No,1,5,1,470,0,0.0,0,0,0.0,0
561,PRV51705,No,1,5,1,210,0,0.0,0,0,0.0,0
562,PRV51706,No,1,5,1,200,0,0.0,0,0,0.0,0
563,PRV51707,No,1,5,2,200,66020,5501.666666666667,38720,6408,534.0,2136
564,PRV51708,No,1,5,1,200,47030,11757.5,19000,4272,1068.0,2136
565,PRV51709,No,1,5,2,480,3000,300.0,3000,1068,106.8,1068
566,PRV51710,No,1,5,4,660,232470,13674.70588235294,45400,29904,1759.0588235294117,4272
567,PRV51711,No,1,5,1,200,4000,4000.0,4000,1068,1068.0,1068
568,PRV51712,No,1,5,1,400,8000,2666.6666666666665,8000,1068,356.0,1068
569,PRV51713,No,1,5,1,0,19870,1528.4615384615386,6050,4272,328.61538461538464,1068
570,PRV51715,No,1,5,3,460,78400,6533.333333333333,38000,6408,534.0,2136
571,PRV51716,No,1,5,1,510,310540,3787.0731707317073,43000,30972,377.7073170731707,2136
